,0.2,0.4,0.6,x
0,1.4799812079614705,2.5174223103704993,3.355637916473999,0.0
1,1.5337365162535144,2.536354674645411,3.3449144125386057,0.004016064257028112
2,1.5262113556866168,2.4388403091779534,3.1726096337304455,0.008032128514056224
3,1.4539380001776465,2.22123368516278,2.83521088294486,0.012048192771084336
4,1.3115141303746507,1.8786908476062216,2.329386256185627,0.01606425702811245
5,1.0949135025622276,1.4080633239913294,1.6512430246917809,0.020080321285140562
6,0.8001470530947126,0.8055460193796508,0.7972626046944368,0.024096385542168672
7,0.7360912490014876,0.6582047093235185,0.5843893896179723,0.028112449799196783
8,0.7532692793616033,0.6671557709023772,0.5897380502345879,0.0321285140562249
9,0.7702116297649303,0.6745840750766052,0.5959654921635458,0.03614457831325301
10,0.787635672664732,0.6819766361267138,0.6016731524333181,0.040160642570281124
11,0.8051729944113624,0.6897225772993538,0.6065819195049815,0.04417670682730923
12,0.8234905622063293,0.6976145903754589,0.611576710125719,0.048192771084337345
13,0.8431940981932384,0.705386097511535,0.6175305386025498,0.05220883534136546
14,0.8631607218259647,0.7130530790176105,0.6240124676975076,0.056224899598393566
15,0.883052210476265,0.7210334547706064,0.6307427686308291,0.06024096385542168
16,0.902836412721016,0.7293797267429806,0.6381099010921211,0.0642570281124498
17,0.9225457719442153,0.7371496631927199,0.6448525324466173,0.0682730923694779
18,0.9418738952817511,0.7458677472303862,0.6510485173061995,0.07228915662650602
19,0.9611435802838106,0.7545828233474993,0.6555208843689511,0.07630522088353413
20,0.9754879713800326,0.7639349036004558,0.6594115005214434,0.08032128514056225
21,0.983013382036776,0.7735350345368157,0.6637939244135153,0.08433734939759036
22,0.9849418667120747,0.7833543173974192,0.667539204765701,0.08835341365461846
23,0.9813178980075021,0.7933732286554347,0.6717438283023887,0.09236947791164658
24,0.9730082881733746,0.803168561035561,0.6758693597683242,0.09638554216867469
25,0.9629774359230947,0.8132904165291854,0.6805597039744506,0.1004016064257028
26,0.9523468483734934,0.8226707327195328,0.6858115338870614,0.10441767068273092
27,0.9412006229479034,0.8318382574322044,0.691279822361686,0.10843373493975902
28,0.929784322265141,0.8405049847941496,0.6978308806898046,0.11244979919678713
29,0.9214142617688372,0.8492673699302674,0.7053358407384746,0.11646586345381525
30,0.9172845148431296,0.8570341520186032,0.7132817524748841,0.12048192771084336
31,0.9186202467328237,0.8647522599404364,0.7210692330989051,0.12449799196787148
32,0.9226919454681068,0.873401674983717,0.7280915767181891,0.1285140562248996
33,0.9263822108963212,0.8829215723367814,0.7341610535176091,0.1325301204819277
34,0.9300767858706189,0.8935683867638319,0.7394882217669637,0.1365461847389558
35,0.9322713469797125,0.9041930185817806,0.7448958173608514,0.14056224899598393
36,0.9341453114269553,0.9144681274967309,0.7499143124166214,0.14457831325301204
37,0.9361882587657294,0.9243879332660788,0.7553398194942692,0.14859437751004015
38,0.9378132734059567,0.9337022446054785,0.7609482366608974,0.15261044176706826
39,0.9393807725833446,0.9429260334840949,0.7660564727056842,0.15662650602409636
40,0.9403694126817908,0.9518338401767409,0.7715381008446424,0.1606425702811245
41,0.9408955147804596,0.960033241510804,0.777555765121986,0.1646586345381526
42,0.9422461985785717,0.9677133370969966,0.7835211029970054,0.1686746987951807
43,0.9439331784428637,0.974712976110345,0.7901138660568033,0.17269076305220882
44,0.9443785623450549,0.9817876419774929,0.7968721306161562,0.17670682730923692
45,0.9433731439637602,0.9839900124239552,0.8031826306951454,0.18072289156626503
46,0.9421685513052753,0.9808996152036055,0.809131057330524,0.18473895582329317
47,0.9403057250353085,0.9729458585747208,0.8159264585780726,0.18875502008032127
48,0.9383527660992037,0.9611331252523532,0.8223787862729809,0.19277108433734938
49,0.937390809968878,0.9472411637825786,0.8279260072717846,0.1967871485943775
50,0.9370069856109465,0.9313325262104363,0.833216293247577,0.2008032128514056
51,0.9368402112722966,0.9149289268873322,0.8390107564678957,0.20481927710843373
52,0.9376707057180316,0.8984435928798901,0.8450652369242028,0.20883534136546184
53,0.9384594283550802,0.8839932266618555,0.8515558498541651,0.21285140562248994
54,0.9392887904024573,0.8727119450373205,0.858296777115936,0.21686746987951805
55,0.9410129656311707,0.8653956970467263,0.8654047708680289,0.22088353413654616
56,0.9437087388182477,0.8642866053352389,0.8724208081773392,0.22489959839357426
57,0.9458306218113641,0.8674440468118298,0.8786954507263443,0.2289156626506024
58,0.9472102479199184,0.8703901499709674,0.884528133634854,0.2329317269076305
59,0.9477216119921513,0.872836148221604,0.8901747822379398,0.2369477911646586
60,0.9479548353410595,0.8753635115905267,0.8965044777225204,0.24096385542168672
61,0.9471600189258769,0.878163267655363,0.9019450133133288,0.24497991967871482
62,0.9448345999776415,0.8818751298861685,0.9054994919733059,0.24899598393574296
63,0.9420183990276746,0.8858959072240665,0.9095514556855978,0.25301204819277107
64,0.9395281683214707,0.8900214486875955,0.9145070452853001,0.2570281124497992
65,0.9372135435521791,0.8927369060430546,0.9202804208654075,0.2610441767068273
66,0.9349755030507122,0.8945185863768731,0.9261696383366597,0.2650602409638554
67,0.9332684725842352,0.8949874282125265,0.9320894932464511,0.2690763052208835
68,0.9325665251747394,0.8943775292440285,0.9382806517445723,0.2730923694779116
69,0.9332988501184236,0.8941317954978532,0.9431206290267399,0.2771084337349397
70,0.9340388388906026,0.89439157294962,0.9428563147166737,0.28112449799196787
71,0.9356525139143568,0.893168787512896,0.9370080056933816,0.285140562248996
72,0.9378284608690853,0.8922736823687942,0.9273331453008901,0.2891566265060241
73,0.940439269662038,0.8915255302133164,0.9143919762028834,0.2931726907630522
74,0.9419306118444392,0.8897861950700175,0.8985539089570657,0.2971887550200803
75,0.9418768107355642,0.8889737974834335,0.8800416449549079,0.3012048192771084
76,0.9416428816657765,0.8895516224260792,0.8615509871230315,0.3052208835341365
77,0.9403050341351538,0.8921465405928987,0.8445450757097387,0.3092369477911646
78,0.9392973846980849,0.8948407790234651,0.8302256236523025,0.3132530120481927
79,0.9379723181574284,0.8974525659851192,0.8190968518622347,0.31726907630522083
80,0.9358871023625821,0.8990597464211406,0.8121177722304025,0.321285140562249
81,0.9335260667817121,0.9001089551262025,0.8111118001793918,0.3253012048192771
82,0.9307289667733031,0.9013554521237963,0.8122144364256192,0.3293172690763052
83,0.9288106190694573,0.9021199818321421,0.8127829120744552,0.3333333333333333
84,0.9273063519415352,0.9020242238317006,0.8143944343498863,0.3373493975903614
85,0.9271612415516615,0.90263499373938,0.8166162868352471,0.34136546184738953
86,0.9279026388556004,0.9021513185788426,0.8190273874990068,0.34538152610441764
87,0.929126212299951,0.9009264984836046,0.8207093633827942,0.34939759036144574
88,0.9307237054817246,0.9007195855051299,0.8219906481953196,0.35341365461847385
89,0.9315696959843859,0.9015647130496489,0.8233797622796608,0.35742971887550196
90,0.9322687135450403,0.9025508079530532,0.8245854743078997,0.36144578313253006
91,0.9331348045403186,0.9039759084891118,0.8262500743389328,0.3654618473895582
92,0.9333497632783267,0.9056978408769208,0.8277756887410973,0.36947791164658633
93,0.9332714654806702,0.9066342597641369,0.8296702377403835,0.37349397590361444
94,0.932372622631874,0.9073165358099706,0.8317349325933816,0.37751004016064255
95,0.9312483823158426,0.9075694754876704,0.8329811192059072,0.38152610441767065
96,0.9294845194779134,0.9070967799793508,0.8340608746849884,0.38554216867469876
97,0.9278290388239021,0.9061788799288195,0.8354052407367318,0.38955823293172687
98,0.9272777057218989,0.9038354177061165,0.8365375385126549,0.393574297188755
99,0.9271779621940585,0.9003413324247714,0.8383381211433875,0.3975903614457831
100,0.9277162394091647,0.8966138784374406,0.8391042239488737,0.4016064257028112
101,0.9291069766159958,0.8938390566038423,0.8400391407108093,0.4056224899598393
102,0.9302774390172175,0.8915510619715629,0.8408435890981673,0.40963855421686746
103,0.9315479351045559,0.8893519499892101,0.8422979659454157,0.41365461847389556
104,0.9325884028204235,0.888102366009818,0.8437560458245811,0.41767068273092367
105,0.934747128094792,0.8870859690143179,0.8447656376068383,0.4216867469879518
106,0.9369982540079975,0.8866788011737932,0.8464953494070622,0.4257028112449799
107,0.9398675605959522,0.8874247239211673,0.8485386192113255,0.429718875502008
108,0.9419791377371599,0.888671215605715,0.8503760743517366,0.4337349397590361
109,0.9435033342030191,0.8903813658649699,0.8521277474198814,0.4377510040160642
110,0.9451085792092551,0.8919076501447255,0.8533749499554517,0.4417670682730923
111,0.9466518911098996,0.8930425998273185,0.8555791510251685,0.4457831325301204
112,0.9473737177103949,0.8941888626548479,0.8577151536498223,0.4497991967871485
113,0.9471022418227055,0.8957796097710768,0.8594571305286061,0.4538152610441767
114,0.9462112264466107,0.8973776652368497,0.8611200703161223,0.4578313253012048
115,0.9456616709037156,0.8983269604197706,0.8624840392509948,0.4618473895582329
116,0.9464033789259629,0.8980546543515874,0.863209012909879,0.465863453815261
117,0.9476884490682461,0.8977588516316447,0.8638866925731744,0.4698795180722891
118,0.9485284857716333,0.8973059905330995,0.8639646301576336,0.4738955823293172
119,0.9485959345134475,0.8971616610479366,0.8641023865771629,0.47791164658634533
120,0.9487487983681585,0.8974112989105119,0.8648308515493639,0.48192771084337344
121,0.949560982769258,0.8965384706738198,0.8652229513593014,0.48594377510040154
122,0.9498964118604583,0.8948574583619758,0.8651596360432465,0.48995983935742965
123,0.9499759547077887,0.8926807342979849,0.8649555918742651,0.4939759036144578
124,0.9499900613858565,0.8912950437896623,0.8641985633020667,0.4979919678714859
125,0.9491276565249636,0.8905919970331232,0.8636012398630908,0.502008032128514
126,0.9477808342729754,0.8901374727955055,0.8634888095168926,0.5060240963855421
127,0.9458335037377162,0.8903376844152123,0.8634241799107627,0.5100401606425702
128,0.943956372387196,0.890195279393147,0.8623171418549228,0.5140562248995983
129,0.9425890030885222,0.8895386219955524,0.8605706349103359,0.5180722891566265
130,0.941580810753901,0.8892186407552335,0.8584337061897497,0.5220883534136546
131,0.9405979554929655,0.8889493745857563,0.8562544254737751,0.5261044176706827
132,0.9398948266030398,0.8887530389206301,0.8543374239297612,0.5301204819277108
133,0.9398064781019104,0.8883707442613847,0.8535268629474371,0.5341365461847389
134,0.9402943754123396,0.8881720303082316,0.8532250221190195,0.538152610441767
135,0.9409448234128014,0.8874584444175129,0.8533108628828937,0.5421686746987951
136,0.9410048572450233,0.887272314041318,0.8532325667386569,0.5461847389558232
137,0.9410042478606765,0.8874711099493184,0.85365467488123,0.5502008032128514
138,0.9411539807356398,0.8867691151398084,0.8546657686609754,0.5542168674698794
139,0.9416014703631981,0.8858895935238972,0.8563220816686662,0.5582329317269076
140,0.9422665679695045,0.8857425618085437,0.8576370463783894,0.5622489959839357
141,0.9425438637701129,0.8852562702065992,0.858739088396881,0.5662650602409638
142,0.943078656876558,0.8845662977082037,0.8590220393267325,0.570281124497992
143,0.9423055035117516,0.8837157897226926,0.8588604842817767,0.57429718875502
144,0.9418256067240017,0.8821111751108152,0.8582085231828924,0.5783132530120482
145,0.9420908693680423,0.8797207095060066,0.8568537318532763,0.5823293172690762
146,0.943025657077512,0.8778867392206685,0.8551558108069771,0.5863453815261044
147,0.9446843472019694,0.8764782550019167,0.8533071400996073,0.5903614457831324
148,0.9457625031937321,0.8759462815601623,0.8518938145052458,0.5943775100401606
149,0.9456745350982607,0.8760399144304414,0.850507050279571,0.5983935742971886
150,0.9449640311775983,0.8767814404139803,0.8489554516173234,0.6024096385542168
151,0.9433655434632153,0.8779281352352893,0.8471935050587089,0.606425702811245
152,0.9422617039215367,0.8796518885739866,0.8452431500516139,0.610441767068273
153,0.9414424541874641,0.8814290538032771,0.8431494015354201,0.6144578313253012
154,0.9408939218853841,0.8834793430804655,0.840645610165069,0.6184738955823292
155,0.939620203934014,0.8868680414941735,0.8385315972669529,0.6224899598393574
156,0.9376751567636339,0.8906402520012581,0.8363579831757019,0.6265060240963854
157,0.9357658586575058,0.8941159947067243,0.8348042644680028,0.6305220883534136
158,0.9339248325078858,0.8975385351459618,0.8333477289153945,0.6345381526104417
159,0.9331002509445017,0.9001505500395613,0.8319958572579209,0.6385542168674698
160,0.9324272845898097,0.9015632830786138,0.8310223504345474,0.642570281124498
161,0.931320058533634,0.9021061677423643,0.830247538449904,0.646586345381526
162,0.9301887250343408,0.9019623838745612,0.8291534502956317,0.6506024096385542
163,0.9290284961343915,0.9006627217582571,0.827500524454172,0.6546184738955823
164,0.9286456358477168,0.8992428665846242,0.8262703028554226,0.6586345381526104
165,0.9292100061136906,0.8967371014475657,0.8246436357812287,0.6626506024096385
166,0.9293853330697003,0.8941951962937276,0.8225729999349396,0.6666666666666666
167,0.9292400775203667,0.8919871920849916,0.8210645520750975,0.6706827309236947
168,0.9294157273256043,0.8899866394391629,0.8188715273805485,0.6746987951807228
169,0.9299650757010797,0.8884976198466988,0.819595498567417,0.6787148594377509
170,0.9301027619724641,0.8879907126950995,0.8264995031079261,0.6827309236947791
171,0.9302536821490897,0.8875851977233958,0.8378481015891834,0.6867469879518072
172,0.9308533968636358,0.8874991983499655,0.8520988733824645,0.6907630522088353
173,0.9314984388318978,0.8874937475593937,0.869550393143077,0.6947791164658634
174,0.9320715968087638,0.8880728838802955,0.8872371785713685,0.6987951807228915
175,0.9318795413123864,0.8873971394942157,0.9041768823553447,0.7028112449799196
176,0.9320153188675592,0.8864231693486877,0.9197654770312239,0.7068273092369477
177,0.9316884722722185,0.8859748652768522,0.9323393643698076,0.7108433734939759
178,0.9314839873643858,0.8855356781750601,0.9410648989429531,0.7148594377510039
179,0.9313099850866345,0.885962627906491,0.9445543306246293,0.7188755020080321
180,0.9308243654307963,0.885686109074391,0.9432227571725309,0.7228915662650601
181,0.9310582100667564,0.884132055981625,0.9361611076035049,0.7269076305220883
182,0.9309672568992721,0.8821110839527495,0.9289221426836156,0.7309236947791165
183,0.931318458155078,0.8804158071501962,0.921726222384944,0.7349397590361445
184,0.9322188769011369,0.8788014021708542,0.9138259757140628,0.7389558232931727
185,0.9336321560710901,0.8771043249616015,0.9068096680120658,0.7429718875502007
186,0.935640443950488,0.8758529199881352,0.9007412651602489,0.7469879518072289
187,0.9379097591273559,0.8742259337149547,0.8952534025840722,0.7510040160642569
188,0.9396054943950177,0.8719317463146168,0.8904311565225904,0.7550200803212851
189,0.9413388852258332,0.8696443577917495,0.8849052594548094,0.7590361445783131
190,0.9423200061359165,0.8681045469677412,0.8804333356971292,0.7630522088353413
191,0.9439363749552626,0.8661833430851905,0.8754203437150341,0.7670682730923694
192,0.945063214224931,0.8637257023633629,0.8693186503102287,0.7710843373493975
193,0.9456070974933337,0.8608825940904645,0.863521405125239,0.7751004016064257
194,0.9466056021551637,0.8612845879814257,0.8577006500645465,0.7791164658634537
195,0.9475580695783363,0.8673535638746525,0.8525188272247267,0.7831325301204819
196,0.9476308938594086,0.87780025995947,0.8477272672276918,0.78714859437751
197,0.9486347374955479,0.8908697319434221,0.8430471168204864,0.7911646586345381
198,0.950143761406989,0.9058319425086261,0.8373563585327733,0.7951807228915662
199,0.9516270068433705,0.9210957226835227,0.8307685427023963,0.7991967871485943
200,0.952838475920972,0.9357431491140312,0.8250454192277435,0.8032128514056224
201,0.9551087204386416,0.9481166395463534,0.8193506641697023,0.8072289156626505
202,0.9579490994584796,0.9578182060889123,0.8145851730719619,0.8112449799196786
203,0.9618539189578995,0.9643481476064255,0.8104110204137781,0.8152610441767068
204,0.9651262127433484,0.9661023082320023,0.8058439127540072,0.8192771084337349
205,0.9668017641941071,0.962944211230542,0.8002689086664674,0.823293172690763
206,0.9671163421712375,0.955065786951407,0.7950564101368012,0.8273092369477911
207,0.9672695787785857,0.9475409038394796,0.7896041756238057,0.8313253012048192
208,0.966780902572678,0.940133095906741,0.7839943971000101,0.8353413654618473
209,0.9649205905476255,0.9316676750184691,0.7798069431717374,0.8393574297188754
210,0.9624544565681937,0.922873923001483,0.7751114796937106,0.8433734939759036
211,0.9605507818539581,0.9145514987015839,0.769206001937086,0.8473895582329316
212,0.9577415126506484,0.9058737298609877,0.7624322596552973,0.8514056224899598
213,0.9544104786910534,0.8980994488184174,0.7563165559305963,0.8554216867469878
214,0.9511403838311512,0.8902027446483557,0.7502795667579956,0.859437751004016
215,0.9476268312754459,0.88172881272171,0.7445543101526129,0.8634538152610441
216,0.9443124130953865,0.8736429463594934,0.7394055551952421,0.8674698795180722
217,0.940365008109986,0.8646152972319119,0.7336748167676697,0.8714859437751004
218,0.9362085191882512,0.854783989341824,0.7277555977511305,0.8755020080321284
219,0.9362413225879032,0.8443619450450588,0.7222030148321938,0.8795180722891566
220,0.9424166800046275,0.8343881162240223,0.7161475005512519,0.8835341365461846
221,0.9529777953993804,0.8243298603893465,0.7100949404488816,0.8875502008032128
222,0.9655188401790734,0.8128352851423688,0.7042227440652057,0.8915662650602408
223,0.9795323262757785,0.8014239644090171,0.698459411582175,0.895582329317269
224,0.9931698915995979,0.7905036469590416,0.6928967386901356,0.899598393574297
225,1.0054922179513102,0.7798897948767382,0.6876438014319478,0.9036144578313252
226,1.014939042179958,0.7707073395073768,0.6819271645830912,0.9076305220883534
227,1.0200832866515233,0.7621420666483893,0.6761261290104581,0.9116465863453814
228,1.0191599081064555,0.7542478627056862,0.6703852361590711,0.9156626506024096
229,1.011930789199354,0.74652482452067,0.6650830581270081,0.9196787148594376
230,0.9991404964997151,0.7374251201540855,0.6597201904434583,0.9236947791164658
231,0.9807472178713614,0.7288755527049297,0.6539619159649938,0.9277108433734939
232,0.9613789709429666,0.7201492843849563,0.6480823142621175,0.931726907630522
233,0.9411317104297373,0.7118916445984218,0.6428558822358826,0.9357429718875501
234,0.920330439478231,0.7031654052276256,0.6373004309170173,0.9397590361445782
235,0.8994901129783007,0.6942340906143458,0.6324221753298976,0.9437751004016064
236,0.8784624902653724,0.6859703240775632,0.6275962094861725,0.9477911646586344
237,0.8574571270809761,0.6782957954177526,0.6230101139724732,0.9518072289156626
238,0.837056874645196,0.670771260611174,0.6186740140213008,0.9558232931726907
239,0.817501790688584,0.6634802069067711,0.614560310090345,0.9598393574297188
240,0.7981974288572127,0.65546507514449,0.6096509401408179,0.9638554216867469
241,0.7791000171808949,0.6467618259135111,0.6039471696012947,0.967871485943775
242,0.7614870076779945,0.6377040428913908,0.5987439507778007,0.9718875502008031
243,0.8293164823144765,0.7829258341963617,0.8146901577559627,0.9759036144578312
244,1.1338461982965127,1.3770553913308097,1.68252038187337,0.9799196787148593
245,1.3576862287138376,1.8411656391971745,2.371822151627071,0.9839357429718875
246,1.5047288305030417,2.1788478604253356,2.8861186541563155,0.9879518072289156
247,1.5797489836736427,2.3940777075591346,3.228841896156145,0.9919678714859437
248,1.586928800995875,2.4907852913694573,3.4039716278276217,0.9959839357429718
249,1.5308338752825696,2.4730290973047793,3.414594960667427,1.0
